4	Стаднік	2	4000	1	50.00	40.00	43.00	10	5	50	3.00
4	Приліжкова 2	12	988	1	41.00	43.00	36.50	12	2	0	0.50
4	Зоряна	5	2030	1	50.00	34.00	45.00	4	1	94	1.50
4	Санді	4	5260	1	50.00	38.00	45.00	6	6	20	2.00
4	Флокс	9	3105	0	50.00	35.00	45.00	13	4	51	2.50
4	Вілма	15	1977	0	80.00	27.50	82.00	9	4	0	4.00
4	Летиція	7	3459	0	120.00	27.50	121.00	1	1	0	2.50
4	Нінет	10	5334	1	50.00	38.00	45.00	6	7	38	4.50
4	Емілія	5	4584	1	50.00	38.00	45.00	8	7	120	3.00
4	Віола	6	3167	1	50.00	35.00	45.00	12	2	39	1.50
4	Соломія	1	2030	1	50.00	34.00	45.00	11	3	67	0.00
4	Терра	3	5260	0	50.00	38.00	45.00	5	5	131	5.50
3	Tammy	8	5613	0	90.00	50.00	192.00	7	7	0	3.50
3	Nikki	13	5515	1	80.00	52.00	192.00	1	4	17	2.00
3	Next 1	1	3706	1	45.00	40.00	150.40	2	2	87	1.50
3	Next 2	1	2836	0	45.00	40.00	203.60	2	2	132	1.00
3	Емануель	14	2965	0	40.00	40.00	192.00	13	4	54	2.50
3	Амаренте	11	4348	1	80.00	60.00	200.00	7	7	97	5.50
3	Морелл	9	4744	1	120.00	45.00	200.00	10	6	0	3.50
3	Аннет	2	2866	0	40.00	60.00	200.00	9	6	76	3.50
3	Сміт	1	3360	1	85.00	45.00	200.00	4	1	50	2.50
3	Сансет	10	5534	0	120.00	60.00	200.00	7	5	32	3.00
3	Лерой	15	3755	1	80.00	60.00	200.00	1	3	0	4.00
3	Амбре	4	3755	0	80.00	45.00	200.00	4	7	4	0.50
3	Гавана	5	2569	0	40.00	45.00	200.00	12	1	69	1.50
3	Рубен Стандарт	2	11697	1	210.00	45.00	200.00	2	5	45	5.50
3	Ейлерт Стандарт	5	4547	1	200.00	60.00	240.00	4	1	0	2.50
3	Ergosens	6	24000	1	270.00	60.00	240.00	6	5	0	5.00
3	ErgoSens Lux	1	9354	0	110.00	45.00	250.00	13	6	48	4.50
3	Carrie	11	6138	0	120.00	75.00	220.00	7	7	61	2.50
3	Лоренс	14	11231	1	230.00	45.00	200.00	12	4	164	1.50
3	Вернер	3	6138	0	160.00	240.00	45.00	9	6	54	1.00
3	Оскар	13	6269	1	180.00	45.00	210.00	7	2	93	1.50
3	Лассе	6	12284	1	210.00	45.00	200.00	10	1	0	2.50
3	Рітекс	15	7596	1	170.00	210.00	60.00	4	7	44	3.50
3	Брекстон	3	7183	1	190.00	45.00	240.00	2	3	90	4.00
